industry_title,industry,occupation_title,occupation,occupation_based_setting
"Cement, concrete, lime, and gypsum product manufacturing ",2570,Other community and social service specialists,2025,Social service
Miscellaneous nonmetallic mineral product manufacturing ,2590,Other community and social service specialists,2025,Social service
Iron and steel mills and steel product manufacturing  ,2670,Other community and social service specialists,2025,Social service
Aluminum production and processing  ,2680,Other community and social service specialists,2025,Social service
Nonferrous metal (except aluminum) production and processing ,2690,Other community and social service specialists,2025,Social service
Foundries ,2770,Other community and social service specialists,2025,Social service
Metal forgings and stampings ,2780,Other community and social service specialists,2025,Social service
Cutlery and hand tool manufacturing  ,2790,Other community and social service specialists,2025,Social service
"Structural metals, and boiler, tank, and shipping container manufacturing ",2870,Other community and social service specialists,2025,Social service
"Machine shops; turned product; screw, nut, and bolt manufacturing  ",2880,Other community and social service specialists,2025,Social service
"Coating, engraving, heat treating, and allied activities ",2890,Other community and social service specialists,2025,Social service
Ordnance ,2970,Other community and social service specialists,2025,Social service
Miscellaneous fabricated metal products manufacturing             ,2980,Other community and social service specialists,2025,Social service
Not specified metal industries,2990,Other community and social service specialists,2025,Social service
"Construction, and mining and oil and gas field machinery manufacturing ",3080,Other community and social service specialists,2025,Social service
Commercial and service industry machinery manufacturing,3095,Other community and social service specialists,2025,Social service
Metalworking machinery manufacturing,3170,Other community and social service specialists,2025,Social service
"Engine, turbine, and power transmission equipment manufacturing",3180,Other community and social service specialists,2025,Social service
"Machinery manufacturing, n.e.c. or not specified",3291,Other community and social service specialists,2025,Social service
Computer and peripheral equipment manufacturing,3365,Other community and social service specialists,2025,Social service
"Communications, audio, and video equipment manufacturing",3370,Other community and social service specialists,2025,Social service
"Navigational, measuring, electromedical, and control instruments manufacturing",3380,Other community and social service specialists,2025,Social service
Household appliance manufacturing ,3470,Other community and social service specialists,2025,Social service
"Electric lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.",3490,Other community and social service specialists,2025,Social service
Motor vehicles and motor vehicle equipment manufacturing ,3570,Other community and social service specialists,2025,Social service
Aircraft and parts manufacturing,3580,Other community and social service specialists,2025,Social service
Aerospace products and parts manufacturing ,3590,Other community and social service specialists,2025,Social service
Railroad rolling stock manufacturing,3670,Other community and social service specialists,2025,Social service
Ship and boat building ,3680,Other community and social service specialists,2025,Social service
Other transportation equipment manufacturing,3690,Other community and social service specialists,2025,Social service
Sawmills and wood preservation ,3770,Other community and social service specialists,2025,Social service
"Veneer, plywood, and engineered wood products ",3780,Other community and social service specialists,2025,Social service
Prefabricated wood buildings and mobile homes manufacturing,3790,Other community and social service specialists,2025,Social service
Miscellaneous wood products ,3875,Other community and social service specialists,2025,Social service
Medical equipment and supplies manufacturing,3960,Other community and social service specialists,2025,Social service
Motor vehicle and motor vehicle parts and supplies merchant wholesalers,4070,Other community and social service specialists,2025,Social service
Lumber and other construction materials merchant wholesalers ,4090,Other community and social service specialists,2025,Social service
"Metals and minerals, except petroleum, merchant wholesalers                         ",4180,Other community and social service specialists,2025,Social service
Household appliances and electrical and electronic goods merchant wholesalers ,4195,Other community and social service specialists,2025,Social service
"Hardware, and plumbing and heating equipment, and supplies merchant wholesalers",4265,Other community and social service specialists,2025,Social service
"Machinery, equipment, and supplies merchant wholesalers     ",4270,Other community and social service specialists,2025,Social service
Paper and paper products merchant wholesalers ,4370,Other community and social service specialists,2025,Social service
"Drugs, sundries, and chemical and allied products merchant  wholesalers ",4380,Other community and social service specialists,2025,Social service
Grocery and related product merchant wholesalers ,4470,Other community and social service specialists,2025,Social service
Farm product raw material merchant wholesalers ,4480,Other community and social service specialists,2025,Social service
Petroleum and petroleum products merchant wholesalers ,4490,Other community and social service specialists,2025,Social service
Alcoholic beverages merchant wholesalers ,4560,Other community and social service specialists,2025,Social service
Farm supplies merchant wholesalers ,4570,Other community and social service specialists,2025,Social service
Automobile dealers ,4670,Other community and social service specialists,2025,Social service
"Automotive parts, accessories, and tire stores",4690,Other community and social service specialists,2025,Social service
Household appliance stores ,4780,Other community and social service specialists,2025,Social service
Electronics Stores,4795,Other community and social service specialists,2025,Social service
Building material and supplies dealers  ,4870,Other community and social service specialists,2025,Social service
Hardware stores ,4880,Other community and social service specialists,2025,Social service
Lawn and garden equipment and supplies stores ,4890,Other community and social service specialists,2025,Social service
Supermarkets and other grocery (except convenience) stores,4971,Other community and social service specialists,2025,Social service
Convenience Stores,4972,Other community and social service specialists,2025,Social service
Specialty food stores,4980,Other community and social service specialists,2025,Social service
"Beer, wine, and liquor stores ",4990,Other community and social service specialists,2025,Social service
Pharmacies and drug stores ,5070,Other community and social service specialists,2025,Social service
Gasoline stations ,5090,Other community and social service specialists,2025,Social service
Book stores and news dealers ,5370,Other community and social service specialists,2025,Social service
"General merchandise stores, including warehouse clubs and supercenters ",5391,Other community and social service specialists,2025,Social service
Florists,5470,Other community and social service specialists,2025,Social service
Office supplies and stationery stores ,5480,Other community and social service specialists,2025,Social service
Electronic shopping and mail-order houses,5593,Other community and social service specialists,2025,Social service
Fuel dealers ,5680,Other community and social service specialists,2025,Social service
Air transportation ,6070,Other community and social service specialists,2025,Social service
Rail transportation ,6080,Other community and social service specialists,2025,Social service
Water transportation ,6090,Other community and social service specialists,2025,Social service
Truck transportation ,6170,Other community and social service specialists,2025,Social service
Bus service and urban transit ,6180,Other community and social service specialists,2025,Social service
Taxi and limousine service ,6190,Other community and social service specialists,2025,Social service
Pipeline transportation ,6270,Other community and social service specialists,2025,Social service
Services incidental to transportation ,6290,Other community and social service specialists,2025,Social service
Postal Service ,6370,Other community and social service specialists,2025,Social service
Couriers and messengers ,6380,Other community and social service specialists,2025,Social service
Warehousing and storage ,6390,Other community and social service specialists,2025,Social service
"Electric power generation, transmission and distribution",570,Other community and social service specialists,2025,Social service
Natural gas distribution ,580,Other community and social service specialists,2025,Social service
"Electric and gas, and other combinations ",590,Other community and social service specialists,2025,Social service
"Water, steam, air-conditioning, and irrigation systems ",670,Other community and social service specialists,2025,Social service
Sewage treatment facilities ,680,Other community and social service specialists,2025,Social service
Not specified utilities ,690,Other community and social service specialists,2025,Social service
Newspaper publishers,6470,Other community and social service specialists,2025,Social service
Software publishers,6490,Other community and social service specialists,2025,Social service
Broadcasting (except internet),6670,Other community and social service specialists,2025,Social service
Internet publishing and broadcasting and web search portals,6672,Other community and social service specialists,2025,Social service
Wired telecommunications carriers ,6680,Other community and social service specialists,2025,Social service
"Telecommunications, except wired telecommunications carriers ",6690,Other community and social service specialists,2025,Social service
"Data processing, hosting, and related services",6695,Other community and social service specialists,2025,Social service
Libraries and archives,6770,Other community and social service specialists,2025,Social service
"Other information services, except libraries and archives, and internet publishing and broadcasting and web search portals",6780,Other community and social service specialists,2025,Social service
Banking and related activities,6870,Other community and social service specialists,2025,Social service
"Savings institutions, including credit unions ",6880,Other community and social service specialists,2025,Social service
Nondepository credit and related activities,6890,Other community and social service specialists,2025,Social service
"Securities, commodities, funds, trusts, and other financial investments",6970,Other community and social service specialists,2025,Social service
Insurance carriers,6991,Other community and social service specialists,2025,Social service
"Agencies, brokerages, and other insurance related activities",6992,Other community and social service specialists,2025,Social service
Automotive equipment rental and leasing ,7080,Other community and social service specialists,2025,Social service
Legal services ,7270,Other community and social service specialists,2025,Social service
"Accounting, tax preparation, bookkeeping, and payroll services",7280,Other community and social service specialists,2025,Social service
Computer systems design and related services ,7380,Other community and social service specialists,2025,Social service
Veterinary services ,7480,Other community and social service specialists,2025,Social service
Management of companies and enterprises ,7570,Other community and social service specialists,2025,Social service
Investigation and security services ,7680,Other community and social service specialists,2025,Social service
Services to buildings and dwellings (except cleaning during construction and immediately after construction) ,7690,Other community and social service specialists,2025,Social service
Landscaping services,7770,Other community and social service specialists,2025,Social service
Waste management and remediation services ,7790,Other community and social service specialists,2025,Social service
Offices of physicians ,7970,Other community and social service specialists,2025,Social service
Offices of dentists ,7980,Other community and social service specialists,2025,Social service
Offices of chiropractors ,7990,Other community and social service specialists,2025,Social service
Offices of optometrists ,8070,Other community and social service specialists,2025,Social service
Offices of other health practitioners  ,8080,Other community and social service specialists,2025,Social service
Outpatient care centers ,8090,Other community and social service specialists,2025,Social service
Home health care services ,8170,Other community and social service specialists,2025,Social service
Other health care services ,8180,Other community and social service specialists,2025,Social service
"General medical and surgical hospitals, and specialty (except psychiatric and substance abuse) hospitals",8191,Other community and social service specialists,2025,Social service
Psychiatric and substance abuse hospitals,8192,Other community and social service specialists,2025,Social service
Nursing care facilities (skilled nursing facilities),8270,Other community and social service specialists,2025,Social service
"Residential care facilities, except skilled nursing facilities",8290,Other community and social service specialists,2025,Social service
Individual and family services ,8370,Other community and social service specialists,2025,Social service
"Community food and housing, and emergency services ",8380,Other community and social service specialists,2025,Social service
Vocational rehabilitation services ,8390,Other community and social service specialists,2025,Social service
Traveler accommodation ,8660,Other community and social service specialists,2025,Social service
Restaurants and other food services ,8680,Other community and social service specialists,2025,Social service
Automotive repair and maintenance ,8770,Other community and social service specialists,2025,Social service
Electronic and precision equipment repair and maintenance,8790,Other community and social service specialists,2025,Social service
Commercial and industrial machinery and equipment repair and maintenance,8870,Other community and social service specialists,2025,Social service
Drycleaning and laundry services ,9070,Other community and social service specialists,2025,Social service
"Funeral homes, and cemeteries and crematories ",9080,Other community and social service specialists,2025,Social service
Religious organizations ,9160,Other community and social service specialists,2025,Social service
Private households ,9290,Other community and social service specialists,2025,Social service
Executive offices and legislative bodies ,9370,Other community and social service specialists,2025,Social service
Public finance activities ,9380,Other community and social service specialists,2025,Social service
Other general government and support ,9390,Other community and social service specialists,2025,Social service
"Justice, public order, and safety activities ",9470,Other community and social service specialists,2025,Social service
Administration of human resource programs  ,9480,Other community and social service specialists,2025,Social service
Administration of environmental quality and housing programs ,9490,Other community and social service specialists,2025,Social service
Administration of economic programs and space research,9570,Other community and social service specialists,2025,Social service
National security and international affairs ,9590,Other community and social service specialists,2025,Social service
Crop production  ,170,Probation officers and correctional treatment specialists,2015,Correctional facility
Animal production and aquaculture,180,Probation officers and correctional treatment specialists,2015,Correctional facility
Forestry except logging ,190,Probation officers and correctional treatment specialists,2015,Correctional facility
Logging ,270,Probation officers and correctional treatment specialists,2015,Correctional facility
"Fishing, hunting and trapping ",280,Probation officers and correctional treatment specialists,2015,Correctional facility
Support activities for agriculture and forestry ,290,Probation officers and correctional treatment specialists,2015,Correctional facility
Oil and gas extraction ,370,Probation officers and correctional treatment specialists,2015,Correctional facility
Coal mining ,380,Probation officers and correctional treatment specialists,2015,Correctional facility
Metal ore mining ,390,Probation officers and correctional treatment specialists,2015,Correctional facility
Nonmetallic mineral mining and quarrying ,470,Probation officers and correctional treatment specialists,2015,Correctional facility
Not specified type of mining,480,Probation officers and correctional treatment specialists,2015,Correctional facility
Support activities for mining ,490,Probation officers and correctional treatment specialists,2015,Correctional facility
Construction (the cleaning of buildings and dwellings is incidental during construction and immediately after construction),770,Probation officers and correctional treatment specialists,2015,Correctional facility
"Animal food, grain and oilseed milling ",1070,Probation officers and correctional treatment specialists,2015,Correctional facility
Sugar and confectionery products ,1080,Probation officers and correctional treatment specialists,2015,Correctional facility
Fruit and vegetable preserving and specialty food manufacturing              ,1090,Probation officers and correctional treatment specialists,2015,Correctional facility
Dairy product manufacturing,1170,Probation officers and correctional treatment specialists,2015,Correctional facility
Animal slaughtering and processing ,1180,Probation officers and correctional treatment specialists,2015,Correctional facility
Retail bakeries ,1190,Probation officers and correctional treatment specialists,2015,Correctional facility
"Bakeries and tortilla manufacturing, except retail bakeries ",1270,Probation officers and correctional treatment specialists,2015,Correctional facility
"Seafood and other miscellaneous foods, n.e.c. ",1280,Probation officers and correctional treatment specialists,2015,Correctional facility
Not specified food industries,1290,Probation officers and correctional treatment specialists,2015,Correctional facility
Beverage manufacturing,1370,Probation officers and correctional treatment specialists,2015,Correctional facility
"Pulp, paper, and paperboard mills ",1870,Probation officers and correctional treatment specialists,2015,Correctional facility
Paperboard container manufacturing,1880,Probation officers and correctional treatment specialists,2015,Correctional facility
Miscellaneous paper and pulp products  ,1890,Probation officers and correctional treatment specialists,2015,Correctional facility
Printing and related support activities ,1990,Probation officers and correctional treatment specialists,2015,Correctional facility
Petroleum refining ,2070,Probation officers and correctional treatment specialists,2015,Correctional facility
Miscellaneous petroleum and coal products ,2090,Probation officers and correctional treatment specialists,2015,Correctional facility
"Resin, synthetic rubber, and fibers and filaments manufacturing   ",2170,Probation officers and correctional treatment specialists,2015,Correctional facility
Agricultural chemical manufacturing  ,2180,Probation officers and correctional treatment specialists,2015,Correctional facility
Pharmaceutical and medicine manufacturing,2190,Probation officers and correctional treatment specialists,2015,Correctional facility
"Paint, coating, and adhesive manufacturing ",2270,Probation officers and correctional treatment specialists,2015,Correctional facility
"Soap, cleaning compound, and cosmetics manufacturing ",2280,Probation officers and correctional treatment specialists,2015,Correctional facility
Industrial and miscellaneous chemicals ,2290,Probation officers and correctional treatment specialists,2015,Correctional facility
Plastics product manufacturing ,2370,Probation officers and correctional treatment specialists,2015,Correctional facility
Tire manufacturing ,2380,Probation officers and correctional treatment specialists,2015,Correctional facility
"Rubber products, except tires, manufacturing ",2390,Probation officers and correctional treatment specialists,2015,Correctional facility
"Pottery, ceramics, and plumbing fixture manufacturing  ",2470,Probation officers and correctional treatment specialists,2015,Correctional facility
Clay building material and refractories manufacturing,2480,Probation officers and correctional treatment specialists,2015,Correctional facility
Glass and glass product manufacturing ,2490,Probation officers and correctional treatment specialists,2015,Correctional facility
"Cement, concrete, lime, and gypsum product manufacturing ",2570,Probation officers and correctional treatment specialists,2015,Correctional facility
Miscellaneous nonmetallic mineral product manufacturing ,2590,Probation officers and correctional treatment specialists,2015,Correctional facility
Iron and steel mills and steel product manufacturing  ,2670,Probation officers and correctional treatment specialists,2015,Correctional facility
Aluminum production and processing  ,2680,Probation officers and correctional treatment specialists,2015,Correctional facility
Nonferrous metal (except aluminum) production and processing ,2690,Probation officers and correctional treatment specialists,2015,Correctional facility
Foundries ,2770,Probation officers and correctional treatment specialists,2015,Correctional facility
Metal forgings and stampings ,2780,Probation officers and correctional treatment specialists,2015,Correctional facility
Cutlery and hand tool manufacturing  ,2790,Probation officers and correctional treatment specialists,2015,Correctional facility
"Structural metals, and boiler, tank, and shipping container manufacturing ",2870,Probation officers and correctional treatment specialists,2015,Correctional facility
"Machine shops; turned product; screw, nut, and bolt manufacturing  ",2880,Probation officers and correctional treatment specialists,2015,Correctional facility
"Coating, engraving, heat treating, and allied activities ",2890,Probation officers and correctional treatment specialists,2015,Correctional facility
Ordnance ,2970,Probation officers and correctional treatment specialists,2015,Correctional facility
Miscellaneous fabricated metal products manufacturing             ,2980,Probation officers and correctional treatment specialists,2015,Correctional facility
Not specified metal industries,2990,Probation officers and correctional treatment specialists,2015,Correctional facility
"Construction, and mining and oil and gas field machinery manufacturing ",3080,Probation officers and correctional treatment specialists,2015,Correctional facility
Commercial and service industry machinery manufacturing,3095,Probation officers and correctional treatment specialists,2015,Correctional facility
Metalworking machinery manufacturing,3170,Probation officers and correctional treatment specialists,2015,Correctional facility
"Engine, turbine, and power transmission equipment manufacturing",3180,Probation officers and correctional treatment specialists,2015,Correctional facility
"Machinery manufacturing, n.e.c. or not specified",3291,Probation officers and correctional treatment specialists,2015,Correctional facility
Computer and peripheral equipment manufacturing,3365,Probation officers and correctional treatment specialists,2015,Correctional facility
"Communications, audio, and video equipment manufacturing",3370,Probation officers and correctional treatment specialists,2015,Correctional facility
"Navigational, measuring, electromedical, and control instruments manufacturing",3380,Probation officers and correctional treatment specialists,2015,Correctional facility
Household appliance manufacturing ,3470,Probation officers and correctional treatment specialists,2015,Correctional facility
"Electric lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.",3490,Probation officers and correctional treatment specialists,2015,Correctional facility
Motor vehicles and motor vehicle equipment manufacturing ,3570,Probation officers and correctional treatment specialists,2015,Correctional facility
Aircraft and parts manufacturing,3580,Probation officers and correctional treatment specialists,2015,Correctional facility
Aerospace products and parts manufacturing ,3590,Probation officers and correctional treatment specialists,2015,Correctional facility
Railroad rolling stock manufacturing,3670,Probation officers and correctional treatment specialists,2015,Correctional facility
Ship and boat building ,3680,Probation officers and correctional treatment specialists,2015,Correctional facility
Other transportation equipment manufacturing,3690,Probation officers and correctional treatment specialists,2015,Correctional facility
Sawmills and wood preservation ,3770,Probation officers and correctional treatment specialists,2015,Correctional facility
"Veneer, plywood, and engineered wood products ",3780,Probation officers and correctional treatment specialists,2015,Correctional facility
Prefabricated wood buildings and mobile homes manufacturing,3790,Probation officers and correctional treatment specialists,2015,Correctional facility
Miscellaneous wood products ,3875,Probation officers and correctional treatment specialists,2015,Correctional facility
Medical equipment and supplies manufacturing,3960,Probation officers and correctional treatment specialists,2015,Correctional facility
Motor vehicle and motor vehicle parts and supplies merchant wholesalers,4070,Probation officers and correctional treatment specialists,2015,Correctional facility
Lumber and other construction materials merchant wholesalers ,4090,Probation officers and correctional treatment specialists,2015,Correctional facility
"Metals and minerals, except petroleum, merchant wholesalers                         ",4180,Probation officers and correctional treatment specialists,2015,Correctional facility
Household appliances and electrical and electronic goods merchant wholesalers ,4195,Probation officers and correctional treatment specialists,2015,Correctional facility
"Hardware, and plumbing and heating equipment, and supplies merchant wholesalers",4265,Probation officers and correctional treatment specialists,2015,Correctional facility
"Machinery, equipment, and supplies merchant wholesalers     ",4270,Probation officers and correctional treatment specialists,2015,Correctional facility
Paper and paper products merchant wholesalers ,4370,Probation officers and correctional treatment specialists,2015,Correctional facility
"Drugs, sundries, and chemical and allied products merchant  wholesalers ",4380,Probation officers and correctional treatment specialists,2015,Correctional facility
Grocery and related product merchant wholesalers ,4470,Probation officers and correctional treatment specialists,2015,Correctional facility
Farm product raw material merchant wholesalers ,4480,Probation officers and correctional treatment specialists,2015,Correctional facility
Petroleum and petroleum products merchant wholesalers ,4490,Probation officers and correctional treatment specialists,2015,Correctional facility
Alcoholic beverages merchant wholesalers ,4560,Probation officers and correctional treatment specialists,2015,Correctional facility
Farm supplies merchant wholesalers ,4570,Probation officers and correctional treatment specialists,2015,Correctional facility
Automobile dealers ,4670,Probation officers and correctional treatment specialists,2015,Correctional facility
"Automotive parts, accessories, and tire stores",4690,Probation officers and correctional treatment specialists,2015,Correctional facility
Household appliance stores ,4780,Probation officers and correctional treatment specialists,2015,Correctional facility
Electronics Stores,4795,Probation officers and correctional treatment specialists,2015,Correctional facility
Building material and supplies dealers  ,4870,Probation officers and correctional treatment specialists,2015,Correctional facility
Hardware stores ,4880,Probation officers and correctional treatment specialists,2015,Correctional facility
Lawn and garden equipment and supplies stores ,4890,Probation officers and correctional treatment specialists,2015,Correctional facility
Supermarkets and other grocery (except convenience) stores,4971,Probation officers and correctional treatment specialists,2015,Correctional facility
Convenience Stores,4972,Probation officers and correctional treatment specialists,2015,Correctional facility
Specialty food stores,4980,Probation officers and correctional treatment specialists,2015,Correctional facility
"Beer, wine, and liquor stores ",4990,Probation officers and correctional treatment specialists,2015,Correctional facility
Pharmacies and drug stores ,5070,Probation officers and correctional treatment specialists,2015,Correctional facility
Gasoline stations ,5090,Probation officers and correctional treatment specialists,2015,Correctional facility
Book stores and news dealers ,5370,Probation officers and correctional treatment specialists,2015,Correctional facility
"General merchandise stores, including warehouse clubs and supercenters ",5391,Probation officers and correctional treatment specialists,2015,Correctional facility
Florists,5470,Probation officers and correctional treatment specialists,2015,Correctional facility
Office supplies and stationery stores ,5480,Probation officers and correctional treatment specialists,2015,Correctional facility
Electronic shopping and mail-order houses,5593,Probation officers and correctional treatment specialists,2015,Correctional facility
Fuel dealers ,5680,Probation officers and correctional treatment specialists,2015,Correctional facility
Air transportation ,6070,Probation officers and correctional treatment specialists,2015,Correctional facility
Rail transportation ,6080,Probation officers and correctional treatment specialists,2015,Correctional facility
Water transportation ,6090,Probation officers and correctional treatment specialists,2015,Correctional facility
Truck transportation ,6170,Probation officers and correctional treatment specialists,2015,Correctional facility
Bus service and urban transit ,6180,Probation officers and correctional treatment specialists,2015,Correctional facility
Taxi and limousine service ,6190,Probation officers and correctional treatment specialists,2015,Correctional facility
Pipeline transportation ,6270,Probation officers and correctional treatment specialists,2015,Correctional facility
Services incidental to transportation ,6290,Probation officers and correctional treatment specialists,2015,Correctional facility
Postal Service ,6370,Probation officers and correctional treatment specialists,2015,Correctional facility
Couriers and messengers ,6380,Probation officers and correctional treatment specialists,2015,Correctional facility
Warehousing and storage ,6390,Probation officers and correctional treatment specialists,2015,Correctional facility
"Electric power generation, transmission and distribution",570,Probation officers and correctional treatment specialists,2015,Correctional facility
Natural gas distribution ,580,Probation officers and correctional treatment specialists,2015,Correctional facility
"Electric and gas, and other combinations ",590,Probation officers and correctional treatment specialists,2015,Correctional facility
"Water, steam, air-conditioning, and irrigation systems ",670,Probation officers and correctional treatment specialists,2015,Correctional facility
Sewage treatment facilities ,680,Probation officers and correctional treatment specialists,2015,Correctional facility
Not specified utilities ,690,Probation officers and correctional treatment specialists,2015,Correctional facility
Newspaper publishers,6470,Probation officers and correctional treatment specialists,2015,Correctional facility
Software publishers,6490,Probation officers and correctional treatment specialists,2015,Correctional facility
Broadcasting (except internet),6670,Probation officers and correctional treatment specialists,2015,Correctional facility
Internet publishing and broadcasting and web search portals,6672,Probation officers and correctional treatment specialists,2015,Correctional facility
Wired telecommunications carriers ,6680,Probation officers and correctional treatment specialists,2015,Correctional facility
"Telecommunications, except wired telecommunications carriers ",6690,Probation officers and correctional treatment specialists,2015,Correctional facility
"Data processing, hosting, and related services",6695,Probation officers and correctional treatment specialists,2015,Correctional facility
Libraries and archives,6770,Probation officers and correctional treatment specialists,2015,Correctional facility
"Other information services, except libraries and archives, and internet publishing and broadcasting and web search portals",6780,Probation officers and correctional treatment specialists,2015,Correctional facility
Banking and related activities,6870,Probation officers and correctional treatment specialists,2015,Correctional facility
"Savings institutions, including credit unions ",6880,Probation officers and correctional treatment specialists,2015,Correctional facility
Nondepository credit and related activities,6890,Probation officers and correctional treatment specialists,2015,Correctional facility
"Securities, commodities, funds, trusts, and other financial investments",6970,Probation officers and correctional treatment specialists,2015,Correctional facility
Insurance carriers,6991,Probation officers and correctional treatment specialists,2015,Correctional facility
"Agencies, brokerages, and other insurance related activities",6992,Probation officers and correctional treatment specialists,2015,Correctional facility
Automotive equipment rental and leasing ,7080,Probation officers and correctional treatment specialists,2015,Correctional facility
Legal services ,7270,Probation officers and correctional treatment specialists,2015,Correctional facility
"Accounting, tax preparation, bookkeeping, and payroll services",7280,Probation officers and correctional treatment specialists,2015,Correctional facility
Computer systems design and related services ,7380,Probation officers and correctional treatment specialists,2015,Correctional facility
Veterinary services ,7480,Probation officers and correctional treatment specialists,2015,Correctional facility
Management of companies and enterprises ,7570,Probation officers and correctional treatment specialists,2015,Correctional facility
Investigation and security services ,7680,Probation officers and correctional treatment specialists,2015,Correctional facility
Services to buildings and dwellings (except cleaning during construction and immediately after construction) ,7690,Probation officers and correctional treatment specialists,2015,Correctional facility
Landscaping services,7770,Probation officers and correctional treatment specialists,2015,Correctional facility
Waste management and remediation services ,7790,Probation officers and correctional treatment specialists,2015,Correctional facility
Elementary and secondary schools ,7860,Probation officers and correctional treatment specialists,2015,Correctional facility
"Colleges, universities, and professional schools, including junior colleges",7870,Probation officers and correctional treatment specialists,2015,Correctional facility
"Business, technical, and trade schools and training ",7880,Probation officers and correctional treatment specialists,2015,Correctional facility
Offices of physicians ,7970,Probation officers and correctional treatment specialists,2015,Correctional facility
Offices of dentists ,7980,Probation officers and correctional treatment specialists,2015,Correctional facility
Offices of chiropractors ,7990,Probation officers and correctional treatment specialists,2015,Correctional facility
Offices of optometrists ,8070,Probation officers and correctional treatment specialists,2015,Correctional facility
Offices of other health practitioners  ,8080,Probation officers and correctional treatment specialists,2015,Correctional facility
Outpatient care centers ,8090,Probation officers and correctional treatment specialists,2015,Correctional facility
Home health care services ,8170,Probation officers and correctional treatment specialists,2015,Correctional facility
Other health care services ,8180,Probation officers and correctional treatment specialists,2015,Correctional facility
"General medical and surgical hospitals, and specialty (except psychiatric and substance abuse) hospitals",8191,Probation officers and correctional treatment specialists,2015,Correctional facility
Psychiatric and substance abuse hospitals,8192,Probation officers and correctional treatment specialists,2015,Correctional facility
Nursing care facilities (skilled nursing facilities),8270,Probation officers and correctional treatment specialists,2015,Correctional facility
"Residential care facilities, except skilled nursing facilities",8290,Probation officers and correctional treatment specialists,2015,Correctional facility
Individual and family services ,8370,Probation officers and correctional treatment specialists,2015,Correctional facility
"Community food and housing, and emergency services ",8380,Probation officers and correctional treatment specialists,2015,Correctional facility
Vocational rehabilitation services ,8390,Probation officers and correctional treatment specialists,2015,Correctional facility
Child day care services ,8470,Probation officers and correctional treatment specialists,2015,Correctional facility
Traveler accommodation ,8660,Probation officers and correctional treatment specialists,2015,Correctional facility
Restaurants and other food services ,8680,Probation officers and correctional treatment specialists,2015,Correctional facility
Automotive repair and maintenance ,8770,Probation officers and correctional treatment specialists,2015,Correctional facility
Electronic and precision equipment repair and maintenance,8790,Probation officers and correctional treatment specialists,2015,Correctional facility
Commercial and industrial machinery and equipment repair and maintenance,8870,Probation officers and correctional treatment specialists,2015,Correctional facility
Drycleaning and laundry services ,9070,Probation officers and correctional treatment specialists,2015,Correctional facility
"Funeral homes, and cemeteries and crematories ",9080,Probation officers and correctional treatment specialists,2015,Correctional facility
Religious organizations ,9160,Probation officers and correctional treatment specialists,2015,Correctional facility
Private households ,9290,Probation officers and correctional treatment specialists,2015,Correctional facility
Executive offices and legislative bodies ,9370,Probation officers and correctional treatment specialists,2015,Correctional facility
Public finance activities ,9380,Probation officers and correctional treatment specialists,2015,Correctional facility
Other general government and support ,9390,Probation officers and correctional treatment specialists,2015,Correctional facility
"Justice, public order, and safety activities ",9470,Probation officers and correctional treatment specialists,2015,Correctional facility
Administration of human resource programs  ,9480,Probation officers and correctional treatment specialists,2015,Correctional facility
Administration of environmental quality and housing programs ,9490,Probation officers and correctional treatment specialists,2015,Correctional facility
Administration of economic programs and space research,9570,Probation officers and correctional treatment specialists,2015,Correctional facility
National security and international affairs ,9590,Probation officers and correctional treatment specialists,2015,Correctional facility
Crop production  ,170,"Directors, religious activities and education",2050,Other schools
Animal production and aquaculture,180,"Directors, religious activities and education",2050,Other schools
Forestry except logging ,190,"Directors, religious activities and education",2050,Other schools
Logging ,270,"Directors, religious activities and education",2050,Other schools
"Fishing, hunting and trapping ",280,"Directors, religious activities and education",2050,Other schools
Support activities for agriculture and forestry ,290,"Directors, religious activities and education",2050,Other schools
Oil and gas extraction ,370,"Directors, religious activities and education",2050,Other schools
Coal mining ,380,"Directors, religious activities and education",2050,Other schools
Metal ore mining ,390,"Directors, religious activities and education",2050,Other schools
Nonmetallic mineral mining and quarrying ,470,"Directors, religious activities and education",2050,Other schools
Not specified type of mining,480,"Directors, religious activities and education",2050,Other schools
Support activities for mining ,490,"Directors, religious activities and education",2050,Other schools
Construction (the cleaning of buildings and dwellings is incidental during construction and immediately after construction),770,"Directors, religious activities and education",2050,Other schools
"Animal food, grain and oilseed milling ",1070,"Directors, religious activities and education",2050,Other schools
Sugar and confectionery products ,1080,"Directors, religious activities and education",2050,Other schools
Fruit and vegetable preserving and specialty food manufacturing              ,1090,"Directors, religious activities and education",2050,Other schools
Dairy product manufacturing,1170,"Directors, religious activities and education",2050,Other schools
Animal slaughtering and processing ,1180,"Directors, religious activities and education",2050,Other schools
Retail bakeries ,1190,"Directors, religious activities and education",2050,Other schools
"Bakeries and tortilla manufacturing, except retail bakeries ",1270,"Directors, religious activities and education",2050,Other schools
"Seafood and other miscellaneous foods, n.e.c. ",1280,"Directors, religious activities and education",2050,Other schools
Not specified food industries,1290,"Directors, religious activities and education",2050,Other schools
Beverage manufacturing,1370,"Directors, religious activities and education",2050,Other schools
